student_id,life_direction_meaning,college_work_resilience,campus_seen_supported,emotionally_steady,hopeful_future,clear_values,life_depth_moments,cheerful_spirits,college_growth,academic_wellbeing,biggest_challenge,school_time_energy,faculty_staff_support,people_to_turn_to,know_support_resources,focus_place,enough_sleep,parent_caregiver_support,enjoyable_company,feels_alone,phone_social_media_interference,physical_activity,alcohol_cannabis_social_coping,money_stress,study_hours_outside_class,life_priority,age_group,college_stage,gender,race_ethnicity,parent_four_year_college,college_goal,major_field,major_confidence,spring_credits,class_modality,paid_work_hours,life_direction_meaning_score,college_work_resilience_score,campus_seen_supported_score,emotionally_steady_score,hopeful_future_score,clear_values_score,life_depth_moments_score,cheerful_spirits_score,college_growth_score,academic_wellbeing_score,school_time_energy_score,faculty_staff_support_score,people_to_turn_to_score,know_support_resources_score,focus_place_score,enough_sleep_score,parent_caregiver_support_score,enjoyable_company_score,feels_alone_score,phone_social_media_interference_score,physical_activity_score,alcohol_cannabis_social_coping_score,money_stress_score,study_hours_outside_class_score,major_confidence_score,spring_credits_score,paid_work_hours_score,wellbeing_index,school_support_index
204,A,A,N,N,A,SA,SA,N,N,A,Motivation,A,A,SA,D,A,D,A,O,S,O,S,Prefer not,Very,5 to 10 hours,Enjoy life,18 or 19,First year,Woman,Multiracial,Yes,Transfer,Social sciences,Some conf.,12 to 14 credits,Equal,10 to 19 hours,4,4,3,3,4,5,5,3,3,4,4,4,5,2,4,2,4,3,2,3,2,,3,2,4,4,2,3.88,3.57
205,A,N,A,N,N,D,D,D,N,A,Motivation,N,A,A,A,N,A,A,S,O,O,R,Nvr,Mod,11 to 19 hours,Future,18 or 19,First year,Woman,Latino/Hispanic,No,Transfer,Humanities,Very conf.,12 to 14 credits,All/mostly in-person,20 to 29 hours,4,3,4,3,3,2,2,2,3,4,3,4,4,4,3,4,4,2,3,3,1,0,2,3,5,4,3,2.88,3.71
206,SD,A,A,SD,SD,SA,N,SD,SA,N,Mental stress,SD,SA,A,SA,A,N,D,O,VO,S,O,VO,Mod,5 to 10 hours,School,17 or younger,First year,Prefer not,Multiracial,Yes,Transfer,STEM,Very conf.,9 to 11 credits,All/mostly in-person,0 hours,1,4,4,1,1,5,3,1,5,3,1,5,4,5,4,3,2,3,4,2,3,4,2,2,5,3,0,2.5,3.43
207,A,A,SA,N,A,N,A,A,SA,SA,Mental stress,N,A,A,A,A,D,N,VO,S,S,S,Nvr,Slight,5 to 10 hours,School,18 or 19,First year,Woman,Latino/Hispanic,No,Transfer,Prefer not,Very conf.,12 to 14 credits,More online,20 to 29 hours,4,4,5,3,4,3,4,4,5,5,3,4,4,4,4,2,3,4,2,2,2,0,1,2,5,4,3,3.88,3.43
208,A,A,D,N,N,D,A,N,A,N,Mental stress,A,D,N,SD,SA,N,N,S,S,S,Nvr,Nvr,Mod,20 or more hours,School,18 or 19,First year,Woman,East Asian,Yes,Transfer,Health professions,Some conf.,12 to 14 credits,More online,0 hours,4,4,2,3,3,2,4,3,4,3,4,2,3,1,5,3,3,2,2,2,0,0,2,4,4,4,0,3.12,3.0
209,A,A,A,A,A,A,A,A,A,A,Work,N,A,A,A,A,N,A,S,S,O,S,Prefer not,Slight,20 or more hours,Money,18 or 19,Second year,Woman,Multiracial,No,Transfer,Social sciences,Very conf.,15 or more credits,All/mostly online,20 to 29 hours,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,2,3,2,,1,4,5,5,3,4.0,3.71
210,A,A,A,A,N,A,N,A,A,A,Motivation,A,A,A,A,A,A,A,O,R,S,O,Nvr,Slight,5 to 10 hours,Enjoy life,Prefer not,Second year,Man,Prefer not,Yes,Transfer,Prefer not,Some conf.,12 to 14 credits,All/mostly online,0 hours,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,1,2,3,0,1,2,4,4,0,3.75,4.0
211,D,A,SD,D,SD,SA,A,A,N,A,Mental stress,A,SD,A,D,SA,D,A,R,R,VO,O,Nvr,Slight,under 5 hours,Future,18 or 19,Second year,Man,,No,Transfer,STEM,Unsure,15 or more credits,More online,10 to 19 hours,2,4,1,2,1,5,4,4,3,4,4,1,4,2,5,2,4,1,1,4,3,0,1,1,3,5,2,2.88,3.14
212,N,N,A,A,A,A,A,A,SA,N,Low energy,D,SA,SA,A,A,N,A,S,R,S,O,Nvr,Slight,11 to 19 hours,School,20 or 21,Third+,Woman,South Asian,Yes,Transfer,STEM,Some conf.,15 or more credits,Equal,1 to 9 hours,3,3,4,4,4,4,4,4,5,3,2,5,5,4,4,3,4,2,1,2,3,0,1,3,4,5,1,3.75,3.86
213,D,D,N,N,N,N,N,N,N,D,Mental stress,D,N,N,N,D,D,N,R,S,R,S,Nvr,Slight,11 to 19 hours,Money,18 or 19,First year,Woman,White,Not sure,Undecided,Undecided,No major,12 to 14 credits,More online,20 to 29 hours,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,1,2,1,2,0,1,3,,4,3,2.75,2.57
214,SD,A,A,A,SA,SA,N,SA,SD,SD,Teaching,D,SA,SA,N,SA,SD,A,VO,R,VO,Nvr,Nvr,Ext,11 to 19 hours,School,18 or 19,First year,Man,Black/African Am.,Yes,Transfer,STEM,Very conf.,15 or more credits,More in-person,0 hours,1,4,4,4,5,5,3,5,1,1,2,5,5,3,5,1,4,4,1,4,0,0,4,3,5,5,0,3.88,3.57
215,A,A,A,SD,N,A,SA,D,N,A,Mental stress,A,A,SA,SA,SA,A,SA,O,O,S,S,R,Very,20 or more hours,School,18 or 19,First year,Man,Multiracial,Yes,Transfer,STEM,Some conf.,15 or more credits,All/mostly in-person,1 to 9 hours,4,4,4,1,3,4,5,2,3,4,4,4,5,5,5,4,5,3,3,2,2,1,3,4,4,5,1,3.38,4.57
216,A,A,A,N,A,SA,A,N,SA,A,Work,N,A,A,SA,SA,D,SA,S,R,S,S,Nvr,Mod,11 to 19 hours,Money,26 or older,Third+,Woman,Black/African Am.,Yes,Transfer,Social sciences,Some conf.,12 to 14 credits,All/mostly online,30 or more hours,4,4,4,3,4,5,4,3,5,4,3,4,4,5,5,2,5,2,1,2,2,0,2,3,4,4,4,3.88,4.0
217,A,A,SA,SA,A,A,SA,A,A,SA,Mental stress,A,A,SA,SA,SA,SA,SA,O,R,Nvr,O,Nvr,None,5 to 10 hours,School,18 or 19,Second year,Man,South Asian,Yes,Transfer,STEM,Very conf.,12 to 14 credits,More online,0 hours,4,4,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,3,1,0,3,0,0,2,5,4,0,4.38,4.71
218,SA,A,A,A,SA,SA,A,A,A,A,Motivation,A,SA,SA,A,N,A,SA,VO,R,S,VO,Nvr,None,5 to 10 hours,Future,17 or younger,First year,Man,South Asian,Yes,Transfer,STEM,Very conf.,9 to 11 credits,More in-person,0 hours,5,4,4,4,5,5,4,4,4,4,4,5,5,4,3,4,5,4,1,2,4,0,0,2,5,3,0,4.38,4.29
219,A,D,A,D,A,D,D,D,A,SD,Motivation,D,D,A,A,A,A,SD,S,S,VO,R,Nvr,None,5 to 10 hours,School,20 or 21,Third+,Woman,MENA,Yes,Transfer,Business,Some conf.,12 to 14 credits,More in-person,0 hours,4,2,4,2,4,2,2,2,4,1,2,2,4,4,4,4,1,2,2,4,1,0,0,2,4,4,0,2.75,3.0
220,A,A,N,A,A,A,A,A,N,N,Family/care,N,A,A,A,N,D,D,O,O,O,O,Nvr,Very,5 to 10 hours,Enjoy life,18 or 19,First year,Woman,East Asian,No,Transfer,Health professions,Some conf.,12 to 14 credits,All/mostly online,20 to 29 hours,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,2,2,3,3,3,3,0,3,2,4,4,3,3.88,3.14
221,A,A,N,A,SA,A,A,N,A,A,Motivation,N,D,A,N,A,N,SA,O,R,O,VO,Nvr,Slight,5 to 10 hours,Future,18 or 19,First year,Woman,White,Yes,Transfer,Business,Some conf.,15 or more credits,All/mostly online,0 hours,4,4,3,4,5,4,4,3,4,4,3,2,4,3,4,3,5,3,1,3,4,0,1,2,4,5,0,3.88,3.43
222,SA,N,SA,SA,SA,SA,SA,SA,SA,N,Teaching,SA,A,SA,A,SA,A,SA,VO,R,S,S,Nvr,Slight,5 to 10 hours,School,18 or 19,First year,Woman,Latino/Hispanic,Yes,Transfer,Arts/creative,Very conf.,15 or more credits,All/mostly in-person,0 hours,5,3,5,5,5,5,5,5,5,3,5,4,5,4,5,4,5,4,1,2,2,0,1,2,5,5,0,4.75,4.57
223,SA,A,SA,SA,SA,SA,SA,A,A,N,Family/care,N,A,SA,A,A,N,SA,O,R,S,O,Nvr,,5 to 10 hours,Future,26 or older,Second year,Woman,Multiracial,No,Transfer,STEM,Very conf.,9 to 11 credits,All/mostly in-person,0 hours,5,4,5,5,5,5,5,4,4,3,3,4,5,4,4,3,5,3,1,2,3,0,,2,5,3,0,4.75,4.0
224,N,A,A,A,SA,SA,SA,SA,A,A,Mental stress,A,SD,A,A,N,A,SA,S,S,VO,VO,Nvr,Very,under 5 hours,Money,20 or 21,Second year,Man,MENA,No,Transfer,Business,Some conf.,15 or more credits,More online,30 or more hours,3,4,4,4,5,5,5,5,4,4,4,1,4,4,3,4,5,2,2,4,4,0,3,1,4,5,4,4.38,3.57
225,SA,A,SA,A,SA,SA,A,SA,A,A,Nothing,SA,SA,SA,A,A,A,SA,VO,Nvr,S,S,Nvr,None,5 to 10 hours,School,18 or 19,First year,Woman,Latino/Hispanic,No,Transfer,Health professions,Very conf.,12 to 14 credits,All/mostly in-person,0 hours,5,4,5,4,5,5,4,5,4,4,5,5,5,4,4,4,5,4,0,2,2,0,0,2,5,4,0,4.62,4.57
226,A,A,A,SA,A,N,SA,A,SA,A,Low energy,N,SA,N,D,N,SD,N,O,S,VO,O,Nvr,Mod,5 to 10 hours,School,20 or 21,Second year,Man,Pacific Islander,Not sure,Transfer,Business,Some conf.,15 or more credits,More in-person,20 to 29 hours,4,4,4,5,4,3,5,4,5,4,3,5,3,2,3,1,3,3,2,4,3,0,2,2,4,5,3,4.12,2.86
227,A,D,A,A,SD,N,A,A,N,D,Mental stress,SD,A,SA,SD,D,D,A,S,S,VO,O,Nvr,Ext,11 to 19 hours,School,18 or 19,First year,Woman,Multiracial,Yes,Associate,STEM,Some conf.,15 or more credits,More online,1 to 9 hours,4,2,4,4,1,3,4,4,3,2,1,4,5,1,2,2,4,2,2,4,3,0,4,3,4,5,1,3.25,2.71
228,SD,A,N,A,SA,SA,SA,N,SA,SA,Mental stress,N,D,SA,N,A,D,SA,O,S,VO,VO,S,Very,under 5 hours,Future,18 or 19,First year,Man,Latino/Hispanic,No,Transfer,Social sciences,Very conf.,15 or more credits,All/mostly online,30 or more hours,1,4,3,4,5,5,5,3,5,5,3,2,5,3,4,2,5,3,2,4,4,2,3,1,5,5,4,3.75,3.43
229,SA,A,A,A,A,A,A,A,A,A,Motivation,A,A,A,A,SA,A,SA,O,S,VO,VO,R,Slight,11 to 19 hours,School,26 or older,Third+,Man,East Asian,Yes,Transfer,Social sciences,Very conf.,12 to 14 credits,All/mostly in-person,30 or more hours,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,2,4,4,1,1,3,5,4,4,4.12,4.29
230,SA,SA,A,N,SA,A,SA,A,SA,A,Mental stress,N,N,SA,SA,SA,SD,A,O,S,VO,VO,Nvr,Mod,5 to 10 hours,Mental well-being,18 or 19,First year,Man,Multiracial,Yes,Transfer,Prefer not,Very conf.,15 or more credits,Equal,10 to 19 hours,5,5,4,3,5,4,5,4,5,4,3,3,5,5,5,1,4,3,2,4,4,0,2,2,5,5,2,4.38,3.71
231,A,SA,N,A,A,A,A,A,N,N,Motivation,N,D,SA,N,A,D,N,VO,R,R,R,Nvr,Mod,under 5 hours,Other,20 or 21,First year,Man,Latino/Hispanic,No,Transfer,Business,Very conf.,12 to 14 credits,All/mostly in-person,20 to 29 hours,4,5,3,4,4,4,4,4,3,3,3,2,5,3,4,2,3,4,1,1,1,0,2,1,5,4,3,4.0,3.14
232,SD,A,N,SD,SD,A,D,N,N,A,Family/care,A,SD,D,N,D,SD,SD,R,VO,R,O,Nvr,Ext,11 to 19 hours,Money,22 to 25,Third+,Nonbinary,South Asian,Yes,Transfer,Business,Some conf.,15 or more credits,All/mostly online,1 to 9 hours,1,4,3,1,1,4,2,3,3,4,4,1,2,3,2,1,1,1,4,1,3,0,4,3,4,5,1,2.38,2.0
233,N,A,A,D,N,A,A,N,N,N,Motivation,A,D,A,A,D,D,SA,O,R,VO,O,Nvr,Ext,under 5 hours,Future,18 or 19,First year,Man,Latino/Hispanic,No,Transfer,Business,Some conf.,9 to 11 credits,More in-person,30 or more hours,3,4,4,2,3,4,4,3,3,3,4,2,4,4,2,2,5,3,1,4,3,0,4,1,4,3,4,3.38,3.29
234,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Nothing,SA,SA,SA,SA,SA,SA,SA,O,R,O,R,Nvr,None,5 to 10 hours,Enjoy life,26 or older,Second year,Woman,East Asian,No,Transfer,Arts/creative,Very conf.,12 to 14 credits,More online,20 to 29 hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,1,0,0,2,5,4,3,5.0,5.0
235,A,A,SA,D,N,A,A,N,A,A,Mental stress,D,A,A,A,A,D,D,O,S,S,S,S,Mod,5 to 10 hours,Mental well-being,26 or older,Third+,Woman,Latino/Hispanic,Not sure,Associate,Social sciences,Some conf.,12 to 14 credits,All/mostly online,30 or more hours,4,4,5,2,3,4,4,3,4,4,2,4,4,4,4,2,2,3,2,2,2,2,2,2,4,4,4,3.62,3.14
236,A,A,A,A,A,A,A,N,A,A,Work,A,A,A,A,A,N,N,S,R,S,S,Nvr,Very,5 to 10 hours,Money,Prefer not,Second year,Woman,Prefer not,No,Transfer,Health professions,Some conf.,12 to 14 credits,More in-person,20 to 29 hours,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,1,2,2,0,3,2,4,4,3,3.88,3.71
237,A,D,D,N,N,N,D,N,A,D,Teaching,D,N,A,N,D,SD,N,O,VO,O,R,Nvr,None,11 to 19 hours,School,18 or 19,First year,Woman,East Asian,Yes,Transfer,STEM,Some conf.,15 or more credits,All/mostly in-person,0 hours,4,2,2,3,3,3,2,3,4,2,2,3,4,3,2,1,3,3,4,3,1,0,0,3,4,5,0,2.75,2.57
238,A,A,SA,A,A,A,SA,A,A,A,Motivation,A,SA,A,A,A,N,SA,O,O,S,O,Nvr,Mod,11 to 19 hours,School,18 or 19,First year,Woman,Latino/Hispanic,No,Transfer,Humanities,Very conf.,15 or more credits,More in-person,0 hours,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,3,5,3,3,2,3,0,2,3,5,5,0,4.25,4.14
239,A,D,A,A,A,SA,SA,SA,SA,A,Motivation,N,N,A,SA,A,A,N,VO,R,S,O,Nvr,None,5 to 10 hours,Enjoy life,17 or younger,First year,Woman,South Asian,Yes,Transfer,STEM,Very conf.,15 or more credits,More online,0 hours,4,2,4,4,4,5,5,5,5,4,3,3,4,5,4,4,3,4,1,2,3,0,0,2,5,5,0,4.12,3.71
240,SD,SD,A,SD,N,SD,SD,D,N,A,Work,D,A,N,A,A,A,A,R,VO,Nvr,S,Nvr,Ext,20 or more hours,Future,26 or older,First year,Woman,White,No,Transfer,Career/tech,Very conf.,12 to 14 credits,More online,30 or more hours,1,1,4,1,3,1,1,2,3,4,2,4,3,4,4,4,4,1,4,0,2,0,4,4,5,4,4,1.75,3.57
241,N,A,SA,N,D,N,SD,N,N,N,Motivation,A,N,N,A,A,SA,SA,S,S,Nvr,O,Nvr,None,5 to 10 hours,Enjoy life,18 or 19,Second year,Woman,South Asian,Yes,Transfer,Social sciences,Very conf.,9 to 11 credits,All/mostly in-person,1 to 9 hours,3,4,5,3,2,3,1,3,3,3,4,3,3,4,4,5,5,2,2,0,3,0,0,2,5,3,1,3.0,4.0
242,A,SA,SA,A,SA,SA,SA,SA,A,N,Mental stress,A,SA,A,SA,A,N,A,O,R,VO,O,Nvr,Ext,5 to 10 hours,Money,18 or 19,First year,Man,Latino/Hispanic,Yes,Associate,Social sciences,Some conf.,12 to 14 credits,More online,10 to 19 hours,4,5,5,4,5,5,5,5,4,3,4,5,4,5,4,3,4,3,1,4,3,0,4,2,4,4,2,4.75,4.14
243,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Family/care,A,SA,SA,SA,SA,A,N,O,R,S,VO,Nvr,Very,20 or more hours,Family,26 or older,Second year,Woman,Multiracial,Yes,Transfer,Health professions,Very conf.,12 to 14 credits,All/mostly in-person,10 to 19 hours,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,3,1,2,4,0,3,4,5,4,2,5.0,4.43
244,A,D,A,N,A,N,A,A,A,A,Motivation,D,SA,SA,A,SD,D,D,O,R,VO,Nvr,Nvr,Very,11 to 19 hours,Future,26 or older,Second year,Woman,MENA,No,Transfer,Humanities,Some conf.,15 or more credits,All/mostly in-person,1 to 9 hours,4,2,4,3,4,3,4,4,4,4,2,5,5,4,1,2,2,3,1,4,0,0,3,3,4,5,1,3.5,3.0
245,A,N,A,D,D,SA,A,SD,SA,D,Low energy,D,SA,SA,A,A,SD,D,VO,O,VO,R,Nvr,Very,5 to 10 hours,School,20 or 21,Second year,Woman,East Asian,Not sure,Undecided,Health professions,Low conf.,12 to 14 credits,More in-person,0 hours,4,3,4,2,2,5,4,1,5,2,2,5,5,4,4,1,2,4,3,4,1,0,3,2,2,4,0,3.12,3.29
246,N,N,A,A,A,A,A,A,A,N,Not prepared,SD,N,A,A,D,D,D,S,R,S,O,Nvr,Very,under 5 hours,Money,18 or 19,First year,Woman,South Asian,Yes,Transfer,STEM,Some conf.,9 to 11 credits,More online,0 hours,3,3,4,4,4,4,4,4,4,3,1,3,4,4,2,2,2,2,1,2,3,0,3,1,4,3,0,3.75,2.57
247,A,SA,A,A,SA,A,A,SA,SA,SA,Mental stress,A,SA,SA,SA,A,A,SA,VO,S,VO,O,Nvr,Slight,5 to 10 hours,Mental well-being,26 or older,Third+,Man,Latino/Hispanic,No,Other,STEM,Very conf.,1 to 5 credits,All/mostly in-person,0 hours,4,5,4,4,5,4,4,5,5,5,4,5,5,5,4,4,5,4,2,4,3,0,1,2,5,1,0,4.38,4.57
248,SD,SD,SD,D,SD,SD,A,SD,SD,D,Mental stress,SD,SD,N,A,A,SD,A,S,VO,VO,Nvr,S,Very,under 5 hours,Other,18 or 19,First year,Woman,White,Not sure,Transfer,STEM,Not conf.,6 to 8 credits,Equal,0 hours,1,1,1,2,1,1,4,1,1,2,1,1,3,4,4,1,4,2,4,4,0,2,3,1,1,2,0,1.5,2.57
249,SA,A,SD,D,A,A,SA,D,SA,SA,Mental stress,SD,SD,A,N,A,D,SD,O,S,VO,O,Nvr,Slight,11 to 19 hours,School,17 or younger,First year,Woman,East Asian,Yes,Transfer,Social sciences,Very conf.,9 to 11 credits,Equal,10 to 19 hours,5,4,1,2,4,4,5,2,5,5,1,1,4,3,4,2,1,3,2,4,3,0,1,3,5,3,2,3.38,2.29
250,SA,A,A,A,SA,SA,SA,A,SA,A,Motivation,A,A,SA,A,A,A,SA,VO,S,VO,O,S,Mod,11 to 19 hours,School,20 or 21,First year,Man,Latino/Hispanic,No,Transfer,Business,Some conf.,12 to 14 credits,More online,20 to 29 hours,5,4,4,4,5,5,5,4,5,4,4,4,5,4,4,4,5,4,2,4,3,2,2,3,4,4,3,4.5,4.29
251,A,A,A,A,N,A,A,A,A,A,Not prepared,N,A,N,A,A,N,A,O,S,O,S,Nvr,Mod,11 to 19 hours,School,20 or 21,First year,Woman,South Asian,Yes,Transfer,Social sciences,Some conf.,15 or more credits,More in-person,20 to 29 hours,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,2,3,2,0,2,3,4,5,3,3.88,3.57
252,SA,A,N,SA,SA,SA,A,A,SA,SA,Work,SA,A,SA,A,A,D,A,VO,R,VO,VO,Nvr,Very,11 to 19 hours,Family,26 or older,Second year,Woman,White,No,Transfer,Social sciences,Very conf.,15 or more credits,All/mostly online,10 to 19 hours,5,4,3,5,5,5,4,4,5,5,5,4,5,4,4,2,4,4,1,4,4,0,3,3,5,5,2,4.38,4.0
