student_id,life_direction_meaning,college_work_resilience,campus_seen_supported,emotionally_steady,hopeful_future,clear_values,life_depth_moments,cheerful_spirits,college_growth,academic_wellbeing,biggest_challenge,biggest_challenge_other_text,school_time_energy,faculty_staff_support,people_to_turn_to,know_support_resources,focus_place,enough_sleep,parent_caregiver_support,enjoyable_company,feels_alone,phone_social_media_interference,physical_activity,alcohol_cannabis_social_coping,money_stress,study_hours_outside_class,life_priority,life_priority_other_text,age_group,college_stage,gender,gender_other_text,race_ethnicity,race_ethnicity_other_text,parent_four_year_college,college_goal,college_goal_other_text,major_field,major_field_other_text,major_confidence,spring_credits,class_modality,paid_work_hours,life_direction_meaning_score,college_work_resilience_score,campus_seen_supported_score,emotionally_steady_score,hopeful_future_score,clear_values_score,life_depth_moments_score,cheerful_spirits_score,college_growth_score,academic_wellbeing_score,school_time_energy_score,faculty_staff_support_score,people_to_turn_to_score,know_support_resources_score,focus_place_score,enough_sleep_score,parent_caregiver_support_score,enjoyable_company_score,feels_alone_score,phone_social_media_interference_score,physical_activity_score,alcohol_cannabis_social_coping_score,money_stress_score,study_hours_outside_class_score,major_confidence_score,spring_credits_score,paid_work_hours_score,wellbeing_index,school_support_index
139,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Mental health/emotional stress,,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Often,Sometimes,Sometimes,Often,Sometimes,Moderate,5-10 hours,Doing well in school,,18-19,Second year,Woman,,Latino/Hispanic,,Yes,Transfer,,Arts/creative fields,,Very confident,6-8 credits,All/mostly in-person,1-9 hours,4,3,5,3,4,4,4,3,4,4,3,5,4,5,4,1,5,3,2,2,3,2,2,2,5,2,1,3.8,3.86
140,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Mental health/emotional stress,,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Very often,Sometimes,Very often,Sometimes,Very often,Extreme,5-10 hours,Doing well in school,,20-21,Third year or beyond,Woman,,Southeast Asian,,No,Associate degree,,Social sciences,,Unsure,12-14 credits,All/mostly online,1-9 hours,4,2,4,2,3,5,2,3,5,4,3,5,4,5,1,1,3,4,2,4,2,4,4,2,3,4,1,3.4,3.14
141,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Work responsibilities,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Rarely,Rarely,Rarely,Rarely,Never,Very,20+ hours,Figuring out my future,,18-19,Second year,Woman,,South Asian,,No,Transfer,,STEM,,Unsure,15+ credits,More in-person,1-9 hours,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,3,4,3,5,1,3.8,4.0
142,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Family/caregiving responsibilities,,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Often,Never,Rarely,Sometimes,Never,Slight,5-10 hours,Figuring out my future,,20-21,Second year,Woman,,East Asian,,No,Transfer,,Business,,Somewhat confident,9-11 credits,All/mostly in-person,0 hours,4,5,4,5,3,4,4,4,4,5,4,4,4,4,4,2,5,3,0,1,2,0,1,2,4,3,0,4.2,3.86
143,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Work responsibilities,,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Often,Rarely,Sometimes,Often,Never,Extreme,5-10 hours,Financial stability,,20-21,Second year,Woman,,Southeast Asian,,No,Transfer,,Business,,Unsure,15+ credits,All/mostly in-person,20-29 hours,4,4,3,4,5,4,5,4,4,3,2,4,4,3,4,1,3,3,1,2,3,0,4,2,3,5,3,4.0,3.0
144,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Mental health/emotional stress,,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Often,Often,Sometimes,Very often,Very often,Not at all,<5 hours,Mental/emotional well-being,,20-21,Third year or beyond,Man,,Middle Eastern/North African,,No,Transfer,,Business,,Not very confident,12-14 credits,More online,30+ hours,4,5,4,2,4,4,4,2,2,2,4,4,4,4,4,4,5,3,3,2,4,4,0,1,2,4,4,3.3,4.14
145,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Teaching style/quality,,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Often,Rarely,Often,Often,Rarely,Not at all,<5 hours,Doing well in school,,22-25,Second year,Man,,Southeast Asian,,No,Transfer,,STEM,,Somewhat confident,9-11 credits,All/mostly in-person,0 hours,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,5,3,1,3,3,1,0,1,4,3,0,4.8,4.14
146,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Motivation/discipline,,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Very often,Never,Very often,Sometimes,Never,Not at all,11-19 hours,Doing well in school,,18-19,First year,Woman,,East Asian,,Yes,Transfer,,STEM,,Somewhat confident,15+ credits,About equal,1-9 hours,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,2,5,4,0,4,2,0,0,3,4,5,1,4.1,4.14
147,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not prepared for college-level work,,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Sometimes,Sometimes,Very often,Very often,Sometimes,Very,20+ hours,Financial stability,,20-21,Second year,Man,,East Asian,,Yes,Transfer,,STEM,,Somewhat confident,15+ credits,More in-person,20-29 hours,4,4,3,4,4,4,4,3,3,3,2,4,4,3,4,1,3,2,2,4,4,2,3,4,4,5,3,3.6,3.0
148,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Mental health/emotional stress,,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Not applicable,Very often,Sometimes,Often,Often,Never,Moderate,11-19 hours,Doing well in school,,18-19,Second year,Woman,,South Asian,,Yes,Transfer,,STEM,,Somewhat confident,15+ credits,About equal,20-29 hours,4,3,4,4,3,4,4,2,4,4,4,5,5,4,4,2,,4,2,3,3,0,2,3,4,5,3,3.6,4.0
149,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Mental health/emotional stress,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,Sometimes,Sometimes,Sometimes,Rarely,Slight,11-19 hours,Figuring out my future,,18-19,Second year,Woman,,Middle Eastern/North African,,Yes,Transfer,,Social sciences,,Not very confident,15+ credits,More in-person,10-19 hours,3,4,4,3,4,4,4,2,4,5,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,5,2,3.7,4.0
150,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Motivation/discipline,,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Often,Rarely,Often,Often,Rarely,Slight,5-10 hours,Enjoying life,,20-21,Second year,Woman,,Multiracial,,Yes,Transfer,,Social sciences,,Very confident,9-11 credits,More in-person,10-19 hours,2,4,3,4,5,4,3,4,4,4,4,3,5,3,4,3,5,3,1,3,3,1,1,2,5,3,2,3.7,3.86
151,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Mental health/emotional stress,,Agree,Agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Very often,Rarely,Very often,Rarely,Never,Not at all,5-10 hours,Doing well in school,,20-21,Second year,Woman,,White,,Yes,Associate degree,,Business,,Very confident,15+ credits,More online,0 hours,4,4,3,4,4,4,3,3,4,4,4,4,5,1,4,3,5,4,1,4,1,0,0,2,5,5,0,3.7,3.71
152,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Mental health/emotional stress,,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Very often,Rarely,Sometimes,Very often,Never,Moderate,11-19 hours,Enjoying life,,20-21,Second year,Man,,South Asian,,Yes,Transfer,,Arts/creative fields,,Somewhat confident,6-8 credits,About equal,0 hours,4,4,5,5,4,4,5,3,4,3,4,4,5,4,4,4,5,4,1,2,4,0,2,3,4,2,0,4.1,4.29
153,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Teaching style/quality,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Sometimes,Often,Sometimes,Sometimes,Often,Very,<5 hours,Mental/emotional well-being,,22-25,Prefer not to say,Woman,,Multiracial,,Yes,Certificate,,Humanities,,Somewhat confident,1-5 credits,All/mostly in-person,10-19 hours,4,3,4,2,3,3,3,3,4,4,3,4,4,4,4,2,4,2,3,2,2,3,3,1,4,1,2,3.3,3.57
154,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Other,All of these,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Very often,Often,Sometimes,Often,Often,Slight,11-19 hours,Other,Relationships and being able to be mentally healthy,18-19,Second year,Man,,Southeast Asian,,No,Transfer,,Health professions,,Somewhat confident,12-14 credits,More in-person,30+ hours,3,3,3,3,3,3,4,3,4,2,3,3,3,2,3,2,3,4,3,2,3,3,1,3,4,4,4,3.1,2.71
155,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Motivation/discipline,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Sometimes,Sometimes,Very often,Very often,Rarely,Slight,5-10 hours,Figuring out my future,,20-21,Second year,Woman,,Southeast Asian,,Yes,Transfer,,Business,,Somewhat confident,15+ credits,All/mostly in-person,20-29 hours,4,4,5,5,4,4,5,4,5,5,5,5,5,3,5,4,5,2,2,4,4,1,1,2,4,5,3,4.5,4.57
156,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Motivation/discipline,,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Rarely,Sometimes,Often,Very often,Never,Moderate,11-19 hours,Doing well in school,,18-19,Second year,Man,,Latino/Hispanic,,No,Transfer,,STEM,,Very confident,12-14 credits,All/mostly in-person,0 hours,4,4,3,4,4,4,5,3,4,4,4,5,2,4,4,5,5,1,2,3,4,0,2,3,5,4,0,3.9,4.14
157,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Motivation/discipline,,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Sometimes,Rarely,Never,Often,Never,Extreme,<5 hours,Financial stability,,22-25,Third year or beyond,Man,,South Asian,,No,Associate degree,,STEM,,Somewhat confident,9-11 credits,More in-person,1-9 hours,4,4,3,3,3,4,5,4,4,4,2,3,3,3,4,2,2,2,1,0,3,0,4,1,4,3,1,3.8,2.71
158,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Motivation/discipline,,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Rarely,Very often,Sometimes,Sometimes,Never,Slight,<5 hours,Mental/emotional well-being,,20-21,First year,Prefer not to say,,Multiracial,,Yes,Undecided,,Humanities,,Unsure,9-11 credits,All/mostly online,0 hours,2,2,3,3,2,3,3,3,2,2,2,2,2,4,4,2,3,1,4,2,2,0,1,1,3,3,0,2.5,2.71
159,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Motivation/discipline,,Agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Often,Rarely,Very often,Sometimes,Never,Not at all,11-19 hours,Enjoying life,,20-21,Second year,Man,,East Asian,,Yes,Transfer,,STEM,,Unsure,12-14 credits,More in-person,0 hours,4,4,3,4,4,4,4,4,3,4,4,3,5,2,5,2,5,3,1,4,2,0,0,3,3,4,0,3.8,3.71
160,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Motivation/discipline,,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Very,5-10 hours,Friendships or relationships,,18-19,Second year,Man,,Southeast Asian,,Yes,Transfer,,STEM,,Somewhat confident,12-14 credits,All/mostly in-person,20-29 hours,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,2,2,2,2,3,2,4,4,3,3.1,3.14
161,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Motivation/discipline,,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Strongly agree,Sometimes,Sometimes,Often,Rarely,Often,Moderate,<5 hours,Enjoying life,,22-25,Third year or beyond,Man,,Multiracial,,Yes,Associate degree,,Undecided,,Not confident at all,6-8 credits,About equal,0 hours,2,3,3,3,2,3,4,3,3,4,4,3,4,4,4,2,5,2,2,3,1,3,2,1,1,2,0,3.0,3.71
162,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Work responsibilities,,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Often,Rarely,Sometimes,Very often,Rarely,Extreme,<5 hours,Financial stability,,20-21,Third year or beyond,Man,,Latino/Hispanic,,Yes,Transfer,,Business,,Very confident,15+ credits,About equal,30+ hours,5,4,2,5,5,5,4,4,2,3,3,1,5,2,4,4,5,3,1,2,4,1,4,1,5,5,4,3.9,3.43
163,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Motivation/discipline,,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Sometimes,Very often,Very often,Sometimes,Often,Extreme,5-10 hours,Financial stability,,20-21,Third year or beyond,Woman,,Prefer not to say,,No,Associate degree,,Career/technical fields,,Very confident,9-11 credits,All/mostly in-person,20-29 hours,3,2,3,2,3,4,4,2,2,2,1,2,4,3,3,1,4,2,4,4,2,3,4,2,5,3,3,2.7,2.57
164,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Work responsibilities,,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Sometimes,Often,Sometimes,Often,Never,Extreme,5-10 hours,Other,Balancing work and doing well in school.,22-25,Second year,Woman,,White,,No,Transfer,,Career/technical fields,,Very confident,12-14 credits,More in-person,20-29 hours,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,1,2,2,3,2,3,0,4,2,5,4,3,3.9,3.0
165,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Motivation/discipline,,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Sometimes,Often,Sometimes,Very often,Never,Moderate,5-10 hours,Doing well in school,,18-19,First year,Woman,,Southeast Asian,,No,Associate degree,,Health professions,,Unsure,12-14 credits,More in-person,1-9 hours,4,4,3,4,4,4,4,4,4,4,4,4,2,4,5,2,4,2,3,2,4,0,2,2,3,4,1,3.9,3.57
166,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Mental health/emotional stress,,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Very often,Rarely,Very often,Often,Sometimes,Moderate,5-10 hours,Enjoying life,,22-25,Third year or beyond,Man,,Southeast Asian,,Yes,Transfer,,STEM,,Somewhat confident,12-14 credits,All/mostly in-person,10-19 hours,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,5,4,1,4,3,2,2,2,4,4,2,4.0,4.14
167,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Teaching style/quality,,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Not applicable,Often,Rarely,Sometimes,Very often,Never,Slight,<5 hours,Figuring out my future,,18-19,First year,Man,,Latino/Hispanic,,No,Transfer,,Health professions,,Unsure,15+ credits,All/mostly in-person,0 hours,4,4,4,4,4,4,5,4,5,3,4,4,5,3,4,3,,3,1,2,4,0,1,1,3,5,0,4.1,3.83
168,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Motivation/discipline,,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,Very often,Sometimes,Often,Often,Never,Extreme,5-10 hours,Doing well in school,,20-21,Second year,Woman,,Middle Eastern/North African,,No,Transfer,,STEM,,Somewhat confident,12-14 credits,More online,10-19 hours,4,4,3,4,5,5,5,2,2,5,4,5,5,3,2,4,4,4,2,3,3,0,4,2,4,4,2,3.9,3.86
169,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Work responsibilities,,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Strongly disagree,Very often,Rarely,Rarely,Often,Rarely,Slight,11-19 hours,Enjoying life,,20-21,Third year or beyond,Man,,Southeast Asian,,Yes,Transfer,,STEM,,Very confident,15+ credits,All/mostly in-person,20-29 hours,5,5,4,5,5,5,4,4,5,5,4,5,3,4,5,2,1,4,1,1,3,1,1,3,5,5,3,4.7,3.43
170,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Nothing holding me back,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Often,Rarely,Sometimes,Often,Never,Slight,5-10 hours,Figuring out my future,,26 or older,First year,Woman,,Latino/Hispanic,,Not sure,Associate degree,,Arts/creative fields,,Somewhat confident,12-14 credits,More in-person,0 hours,4,4,5,4,5,4,4,3,5,5,5,4,5,4,5,4,4,3,1,2,3,0,1,2,4,4,0,4.3,4.43
171,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Family/caregiving responsibilities,,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Sometimes,Very often,Rarely,Sometimes,Rarely,Extreme,5-10 hours,Enjoying life,,26 or older,Third year or beyond,Woman,,Prefer not to say,,Yes,Transfer,,Social sciences,,Very confident,6-8 credits,More in-person,0 hours,4,4,2,2,2,4,4,1,4,4,4,2,4,2,4,4,1,2,4,1,2,1,4,2,5,2,0,3.1,3.0
172,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Work responsibilities,,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Very often,Never,Rarely,Sometimes,Rarely,Not at all,5-10 hours,Doing well in school,,22-25,Third year or beyond,Man,,Native American/Indigenous,,Yes,Associate degree,,Arts/creative fields,,Not confident at all,9-11 credits,More in-person,20-29 hours,4,5,4,3,5,5,5,5,5,5,5,4,5,5,4,1,5,4,0,1,2,1,0,2,1,3,3,4.6,4.14
173,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mental health/emotional stress,,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Rarely,Rarely,Sometimes,Sometimes,Never,Not at all,20+ hours,Financial stability,,20-21,Third year or beyond,Man,,Latino/Hispanic,,No,Transfer,,STEM,,Unsure,12-14 credits,More online,0 hours,3,3,3,3,3,4,4,3,3,3,1,3,2,3,4,2,3,1,1,2,2,0,0,4,3,4,0,3.2,2.57
174,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Nothing holding me back,,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Not applicable,Often,Never,Never,Often,Never,Not at all,20+ hours,Mental/emotional well-being,,20-21,Third year or beyond,Man,,Middle Eastern/North African,,Yes,Transfer,,STEM,,Very confident,15+ credits,About equal,0 hours,4,5,3,5,5,5,5,4,3,5,4,4,5,3,5,5,,3,0,0,3,0,0,4,5,5,0,4.4,4.33
175,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Motivation/discipline,,Agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Very often,Rarely,Very often,Rarely,Never,Very,5-10 hours,Doing well in school,,20-21,Second year,Woman,,Latino/Hispanic,,Not sure,Transfer,,Health professions,,Very confident,15+ credits,All/mostly in-person,0 hours,3,4,4,3,4,4,3,3,4,2,4,3,5,2,1,3,4,4,1,4,1,0,3,2,5,5,0,3.4,3.14
176,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Nothing holding me back,,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,Sometimes,Very often,Often,Sometimes,Never,Prefer not to say,20+ hours,Doing well in school,,22-25,Second year,Woman,,Prefer not to say,,No,Transfer,,Prefer not to say,,Very confident,15+ credits,More in-person,0 hours,4,4,5,4,5,5,4,5,5,4,4,4,3,4,4,2,5,2,4,3,2,0,,4,5,5,0,4.5,3.71
177,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Motivation/discipline,,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Very often,Sometimes,Very often,Very often,Often,Extreme,5-10 hours,Financial stability,,18-19,First year,Man,,White,,No,Transfer,,Social sciences,,Very confident,15+ credits,About equal,30+ hours,5,5,5,4,5,5,5,4,5,5,4,3,5,3,5,1,1,4,2,4,4,3,4,2,5,5,4,4.8,3.14
178,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Motivation/discipline,,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Often,Sometimes,Very often,Rarely,Sometimes,Extreme,<5 hours,Financial stability,,20-21,Second year,Woman,,Latino/Hispanic,,No,Transfer,,Undecided,,Unsure,15+ credits,All/mostly in-person,0 hours,4,3,5,4,5,5,5,4,5,5,3,5,5,4,4,1,4,3,2,4,1,2,4,1,3,5,0,4.5,3.71
179,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Mental health/emotional stress,,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Rarely,Never,Moderate,5-10 hours,Doing well in school,,18-19,First year,Woman,,Middle Eastern/North African,,No,Transfer,,Health professions,,Very confident,12-14 credits,More online,1-9 hours,4,4,3,4,4,4,4,3,4,4,2,4,4,4,3,4,4,2,2,2,1,0,2,2,5,4,1,3.8,3.57
180,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Not prepared for college-level work,,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Very often,Sometimes,Sometimes,Sometimes,Rarely,Extreme,11-19 hours,Doing well in school,,20-21,Third year or beyond,Woman,,White,,No,Associate degree,,Health professions,,Very confident,6-8 credits,About equal,20-29 hours,4,4,4,4,2,4,4,4,4,4,4,2,4,3,4,2,5,4,2,2,2,1,4,3,5,2,3,3.8,3.43
181,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Motivation/discipline,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Often,Sometimes,Often,Rarely,Rarely,Slight,5-10 hours,Doing well in school,,18-19,First year,Woman,,White,,Not sure,Associate degree,,Business,,Somewhat confident,12-14 credits,All/mostly in-person,1-9 hours,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,5,3,2,3,1,1,1,2,4,4,1,4.0,3.71
182,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Motivation/discipline,,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Often,Rarely,Sometimes,Often,Never,Moderate,11-19 hours,Figuring out my future,,18-19,Second year,Man,,Latino/Hispanic,,No,Transfer,,STEM,,Very confident,12-14 credits,All/mostly in-person,0 hours,4,4,4,2,4,4,5,3,4,4,4,4,4,4,5,4,4,3,1,2,3,0,2,3,5,4,0,3.8,4.14
183,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Mental health/emotional stress,,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Sometimes,Sometimes,Sometimes,Sometimes,Never,Extreme,<5 hours,Financial stability,,20-21,First year,Woman,,Latino/Hispanic,,No,Undecided,,STEM,,Not confident at all,1-5 credits,All/mostly in-person,0 hours,3,3,4,3,2,2,1,2,3,3,3,3,4,3,4,3,5,2,2,2,2,0,4,1,1,1,0,2.6,3.57
184,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Motivation/discipline,,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Very often,Sometimes,Rarely,Very often,Never,Very,5-10 hours,Financial stability,,,First year,Woman,,Latino/Hispanic,,No,Transfer,,Health professions,,Very confident,9-11 credits,All/mostly in-person,1-9 hours,5,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,5,4,2,1,4,0,3,2,5,3,1,4.3,4.14
185,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Mental health/emotional stress,,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Often,Sometimes,Sometimes,Rarely,Never,Slight,5-10 hours,Doing well in school,,20-21,Third year or beyond,Woman,,Latino/Hispanic,,No,Transfer,,Social sciences,,Very confident,6-8 credits,About equal,10-19 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,1,0,1,2,5,2,2,4.0,3.86
